id,날짜,작물분류,품목명,평균가,평균기온,강수량,월,전년도가격,7일평균가,30일평균가,전일가격,가격변화율,7일내_폭염발생,환절기여부,봄_환절기여부,7일누적강수량
7225,2023-04-07,토마토,방울토마토(일반),18509.0,8.9,0.0,4,37466.0,33685.42857142857,36666.76666666667,25725.0,-0.2805053449951409,0,0,1,59.90000000000003
7226,2023-04-08,토마토,방울토마토(일반),19614.0,8.8,0.0,4,40026.0,29275.428571428572,35935.333333333336,18509.0,0.059700686152682536,0,0,1,59.90000000000003
7227,2023-04-10,토마토,방울토마토(일반),19591.0,13.2,0.0,4,41678.0,25193.714285714286,35592.86666666667,19614.0,-0.0011726317936168185,0,0,1,59.90000000000003
7228,2023-04-11,토마토,방울토마토(일반),23848.0,13.1,2.9,4,50763.0,22806.85714285714,35439.433333333334,19591.0,0.21729365524985966,0,0,1,62.800000000000026
7229,2023-04-12,토마토,방울토마토(일반),20342.0,10.1,0.0,4,29225.0,22251.285714285714,35019.833333333336,23848.0,-0.1470144246897015,0,0,1,55.90000000000003
7230,2023-04-13,토마토,방울토마토(일반),23012.0,11.9,0.0,4,23025.0,21520.14285714286,34940.36666666667,20342.0,0.131255530429653,0,0,1,5.600000000000028
7231,2023-04-14,토마토,방울토마토(일반),20579.0,16.2,0.0,4,25244.0,20785.0,34668.76666666667,23012.0,-0.10572744654962629,0,0,1,2.9000000000000283
7232,2023-04-15,토마토,방울토마토(일반),25867.0,13.5,4.6,4,18757.0,21836.14285714286,34808.63333333333,20579.0,0.2569609796394383,0,0,1,7.500000000000028
7233,2023-04-17,토마토,방울토마토(일반),19531.0,13.1,0.0,4,33351.0,21824.285714285714,34534.6,25867.0,-0.2449452970966869,0,0,1,7.500000000000028
7234,2023-04-18,토마토,방울토마토(일반),19877.0,14.0,1.5,4,22011.0,21865.14285714286,34269.03333333333,19531.0,0.017715426757462405,0,0,1,9.000000000000028
7235,2023-04-19,토마토,방울토마토(일반),22472.0,19.1,0.0,4,22937.0,21668.571428571428,33940.5,19877.0,0.1305529003370729,0,0,1,6.100000000000028
7236,2023-04-20,토마토,방울토마토(일반),28883.0,15.8,0.5,4,23031.0,22888.714285714286,33769.933333333334,22472.0,0.28528835884656467,0,0,1,6.600000000000028
7237,2023-04-21,토마토,방울토마토(일반),30946.0,16.7,0.0,4,24605.0,24022.14285714286,33586.433333333334,28883.0,0.071426098396981,0,0,1,6.600000000000028
7238,2023-04-22,토마토,방울토마토(일반),21746.0,16.9,0.0,4,20486.0,24188.85714285714,32847.166666666664,30946.0,-0.297292057131778,0,0,1,6.600000000000028
7239,2023-04-24,토마토,방울토마토(일반),20142.0,15.8,0.0,4,28509.0,23371.0,32320.566666666666,21746.0,-0.0737606916214476,0,0,1,2.0000000000000284
7240,2023-04-25,토마토,방울토마토(일반),18150.0,10.9,0.4,4,17535.0,23173.714285714286,31624.133333333335,20142.0,-0.09889782543938042,0,0,1,2.4000000000000283
7241,2023-04-26,토마토,방울토마토(일반),19581.0,10.2,0.0,4,23900.0,23131.428571428572,30915.5,18150.0,0.07884297520661154,0,0,1,0.9000000000000284
7242,2023-04-27,토마토,방울토마토(일반),23114.0,12.9,0.0,4,22866.0,23223.14285714286,30124.5,19581.0,0.18043000868188552,0,0,1,0.9000000000000284
7243,2023-04-28,토마토,방울토마토(일반),24507.0,15.7,1.9,4,21465.0,22598.0,29452.066666666666,23114.0,0.06026650514839482,0,0,1,2.3000000000000282
7244,2023-04-29,토마토,방울토마토(일반),21245.0,13.2,25.1,4,20019.0,21212.14285714286,28646.3,24507.0,-0.13310482719223082,0,0,1,27.40000000000003
7245,2023-05-01,토마토,방울토마토(일반),20447.0,14.6,0.0,5,28104.0,21026.571428571428,27905.033333333333,21245.0,-0.03756177924217463,0,0,0,27.40000000000003
7246,2023-05-02,토마토,방울토마토(일반),22273.0,16.7,0.0,5,26420.0,21331.0,27271.0,20447.0,0.08930405438450628,0,0,0,27.40000000000003
7247,2023-05-03,토마토,방울토마토(일반),23570.0,19.5,0.0,5,20392.0,22105.285714285714,26174.8,22273.0,0.058231940017061,0,0,0,27.000000000000032
7248,2023-05-04,토마토,방울토마토(일반),25269.0,21.4,0.0,5,31185.0,22917.85714285714,25013.466666666667,23570.0,0.07208315655494268,0,0,0,27.000000000000032
7249,2023-05-05,토마토,방울토마토(일반),17557.0,18.4,30.2,5,27700.0,22124.0,23915.9,25269.0,-0.3051960900708378,0,0,0,57.20000000000003
7250,2023-05-06,토마토,방울토마토(일반),16011.0,12.6,47.5,5,31810.0,20910.285714285714,22844.166666666668,17557.0,-0.08805604602152983,0,0,0,102.80000000000004
7251,2023-05-08,토마토,방울토마토(일반),19621.0,15.3,0.0,5,39101.0,20678.285714285714,22146.333333333332,16011.0,0.22546998938229956,0,0,0,77.70000000000002
7252,2023-05-09,토마토,방울토마토(일반),18275.0,17.0,0.0,5,42289.0,20368.0,21947.8,19621.0,-0.06859996942051882,0,0,0,77.70000000000002
7253,2023-05-10,토마토,방울토마토(일반),22017.0,18.4,0.0,5,46255.0,20331.428571428572,21744.033333333333,18275.0,0.20476060191518464,0,0,0,77.70000000000002
7254,2023-05-11,토마토,방울토마토(일반),19909.0,19.5,0.0,5,49000.0,19808.428571428572,21550.166666666668,22017.0,-0.09574419766544029,0,0,0,77.70000000000002
7255,2023-05-12,토마토,방울토마토(일반),16833.0,18.4,0.0,5,41575.0,18603.285714285714,21494.3,19909.0,-0.1545029885981215,0,0,0,77.70000000000002
7256,2023-05-13,토마토,방울토마토(일반),18327.0,17.8,0.0,5,32458.0,18713.285714285714,21451.4,16833.0,0.08875423275708427,0,0,0,47.50000000000003
7257,2023-05-15,토마토,방울토마토(일반),22882.0,20.6,0.0,5,30588.0,19694.85714285714,21561.1,18327.0,0.24854040486713602,0,0,0,0.0
7258,2023-05-16,토마토,방울토마토(일반),22218.0,24.0,0.0,5,25917.0,20065.85714285714,21506.766666666666,22882.0,-0.02901844244384233,0,0,0,0.0
7259,2023-05-17,토마토,방울토마토(일반),23916.0,23.5,0.0,5,25291.0,20871.714285714286,21625.9,22218.0,0.07642452065892513,0,0,0,0.0
7260,2023-05-18,토마토,방울토마토(일반),27122.0,21.2,1.3,5,24479.0,21601.0,21762.9,23916.0,0.1340525171433351,0,0,0,1.3000000000000285
7261,2023-05-19,토마토,방울토마토(일반),21395.0,22.3,0.0,5,23595.0,21813.285714285714,21790.1,27122.0,-0.21115699432195267,0,0,0,1.3000000000000285
7262,2023-05-20,토마토,방울토마토(일반),19744.0,21.2,0.0,5,21364.0,22229.14285714286,21586.0,21395.0,-0.07716756251460621,0,0,0,1.3000000000000285
7263,2023-05-22,토마토,방울토마토(일반),19842.0,20.3,0.0,5,24297.0,22445.571428571428,21596.366666666665,19744.0,0.004963533225283534,0,0,0,1.3000000000000285
7264,2023-05-23,토마토,방울토마토(일반),20165.0,20.5,0.0,5,27577.0,22057.428571428572,21605.966666666667,19842.0,0.016278600947485122,0,0,0,1.3000000000000285
7265,2023-05-24,토마토,방울토마토(일반),19152.0,20.6,0.0,5,26472.0,21619.428571428572,21495.3,20165.0,-0.050235556657574953,0,0,0,1.3000000000000285
7266,2023-05-25,토마토,방울토마토(일반),26068.0,21.2,0.0,5,31095.0,21926.85714285714,21401.466666666667,19152.0,0.36111111111111116,0,0,0,1.3000000000000285
7267,2023-05-26,토마토,방울토마토(일반),20607.0,21.4,0.5,5,30598.0,20996.14285714286,21056.833333333332,26068.0,-0.2094905631425502,0,0,0,0.5000000000000284
7268,2023-05-27,토마토,방울토마토(일반),23845.0,19.3,31.8,5,25460.0,21346.14285714286,21126.8,20607.0,0.15713107196583675,0,0,0,32.300000000000026
7269,2023-05-29,토마토,방울토마토(일반),18982.0,23.2,2.3,5,31734.0,21237.285714285714,21088.133333333335,23845.0,-0.20394212623191443,0,0,0,34.60000000000003
7270,2023-05-30,토마토,방울토마토(일반),21532.0,24.0,0.0,5,31745.0,21478.714285714286,21200.866666666665,18982.0,0.134337793699294,0,0,0,34.60000000000003
7271,2023-05-31,토마토,방울토마토(일반),20562.0,22.8,0.0,5,37142.0,21535.428571428572,21233.566666666666,21532.0,-0.04504922905443065,0,0,0,34.60000000000003
7272,2023-06-01,토마토,방울토마토(일반),23110.0,22.8,0.0,6,35645.0,22100.85714285714,21233.433333333334,20562.0,0.12391790681840287,0,0,0,34.60000000000003
7273,2023-06-02,토마토,방울토마토(일반),22606.0,20.4,0.0,6,30927.0,21606.285714285714,21170.066666666666,23110.0,-0.021808740804846405,0,0,0,34.60000000000003
7274,2023-06-03,토마토,방울토마토(일반),22101.0,22.0,0.0,6,29713.0,21819.714285714286,21198.6,22606.0,-0.022339201981774748,0,0,0,34.10000000000003
7275,2023-06-05,토마토,방울토마토(일반),16801.0,21.5,0.0,6,28357.0,20813.428571428572,21077.066666666666,22101.0,-0.23980815347721818,0,0,0,2.3000000000000282
7276,2023-06-06,토마토,방울토마토(일반),17169.0,20.3,0.0,6,25288.0,20554.428571428572,20906.933333333334,16801.0,0.021903458127492392,0,0,0,0.0
7277,2023-06-07,토마토,방울토마토(일반),15126.0,21.4,0.0,6,28532.0,19639.285714285714,20625.466666666667,17169.0,-0.1189935348593395,0,0,0,0.0
7278,2023-06-08,토마토,방울토마토(일반),17665.0,20.4,1.9,6,26490.0,19225.428571428572,20372.0,15126.0,0.16785667063334664,0,0,0,1.9000000000000283
7279,2023-06-09,토마토,방울토마토(일반),16261.0,23.3,1.2,6,24870.0,18247.0,20328.8,17665.0,-0.07947919615058019,0,0,0,3.100000000000028
7280,2023-06-10,토마토,방울토마토(일반),13438.0,23.2,0.8,6,23208.0,16937.285714285714,20243.033333333333,16261.0,-0.17360555931369537,0,0,0,3.9000000000000283
7281,2023-06-12,토마토,방울토마토(일반),13282.0,22.2,0.0,6,24359.0,15677.42857142857,20031.733333333334,13438.0,-0.011608870367614266,0,0,0,3.9000000000000283
7282,2023-06-13,토마토,방울토마토(일반),12360.0,22.0,0.0,6,23254.0,15043.0,19834.566666666666,13282.0,-0.06941725643728358,0,0,0,3.9000000000000283
7283,2023-06-14,토마토,방울토마토(일반),12379.0,20.6,30.6,6,28858.0,14358.714285714286,19513.3,12360.0,0.001537216828479071,0,0,0,34.50000000000003
7284,2023-06-15,토마토,방울토마토(일반),15098.0,22.7,0.0,6,24410.0,14354.714285714286,19352.933333333334,12379.0,0.21964617497374594,0,0,0,34.50000000000003
7285,2023-06-16,토마토,방울토마토(일반),16097.0,23.7,0.0,6,24846.0,14130.714285714286,19328.4,15098.0,0.0661677043316995,0,0,0,32.60000000000003
7286,2023-06-17,토마토,방울토마토(일반),17879.0,24.2,0.0,6,24729.0,14361.857142857143,19313.466666666667,16097.0,0.11070385786171344,0,0,0,31.400000000000027
7287,2023-06-19,토마토,방울토마토(일반),16948.0,28.5,0.0,6,24995.0,14863.285714285714,19115.666666666668,17879.0,-0.05207226354941552,0,0,0,30.60000000000003
7288,2023-06-20,토마토,방울토마토(일반),19059.0,24.7,6.4,6,25640.0,15688.57142857143,19010.366666666665,16948.0,0.12455746990795369,0,0,0,37.00000000000003
7289,2023-06-21,토마토,방울토마토(일반),23378.0,20.5,24.9,6,25057.0,17262.571428571428,18992.433333333334,19059.0,0.2266120992706857,0,0,0,61.90000000000003
7290,2023-06-22,토마토,방울토마토(일반),23483.0,22.5,0.0,6,26472.0,18848.85714285714,18871.133333333335,23378.0,0.004491402172983161,0,0,0,31.300000000000026
7291,2023-06-23,토마토,방울토마토(일반),17977.0,24.4,0.0,6,25437.0,19260.14285714286,18757.2,23483.0,-0.23446748711834098,0,0,0,31.300000000000026
7292,2023-06-24,토마토,방울토마토(일반),14602.0,26.4,0.0,6,26436.0,19046.571428571428,18585.8,17977.0,-0.1877398898592646,0,0,0,31.300000000000026
7293,2023-06-26,토마토,방울토마토(일반),14900.0,24.2,30.3,6,24344.0,18621.0,18421.066666666666,14602.0,0.020408163265306145,0,0,0,61.60000000000002
7294,2023-06-27,토마토,방울토마토(일반),15112.0,25.3,2.5,6,21669.0,18358.714285714286,18252.633333333335,14900.0,0.014228187919463009,0,0,0,64.10000000000002
7295,2023-06-28,토마토,방울토마토(일반),15500.0,26.5,0.0,6,27185.0,17850.285714285714,18130.9,15112.0,0.02567496029645322,0,0,0,57.70000000000003
7296,2023-06-29,토마토,방울토마토(일반),16561.0,24.2,63.8,6,23005.0,16876.428571428572,17814.0,15500.0,0.06845161290322577,0,0,0,96.60000000000002
7297,2023-06-30,토마토,방울토마토(일반),17688.0,25.3,1.0,6,22115.0,16048.57142857143,17716.7,16561.0,0.06805144616870962,0,0,0,97.60000000000002
7298,2023-07-01,토마토,방울토마토(일반),16437.0,27.7,0.0,7,23691.0,15828.57142857143,17469.766666666666,17688.0,-0.07072591587516963,0,0,0,97.60000000000002
7299,2023-07-03,토마토,방울토마토(일반),16502.0,29.1,0.0,7,21603.0,16100.0,17387.1,16437.0,0.003954492912331853,0,0,0,97.60000000000002
7300,2023-07-04,토마토,방울토마토(일반),18388.0,26.1,61.8,7,20479.0,16598.285714285714,17282.3,16502.0,0.11428917706944608,0,0,0,129.10000000000002
7301,2023-07-05,토마토,방울토마토(일반),24758.0,24.5,15.3,7,25135.0,17976.285714285714,17422.166666666668,18388.0,0.34642157929084183,0,0,0,141.90000000000003
7302,2023-07-06,토마토,방울토마토(일반),36679.0,27.3,0.0,7,19000.0,21001.85714285714,17874.466666666667,24758.0,0.48150092899264885,0,0,0,141.90000000000003
7303,2023-07-07,토마토,방울토마토(일반),29858.0,26.7,0.0,7,22005.0,22901.428571428572,18116.2,36679.0,-0.18596472095749617,0,0,0,78.10000000000004
7304,2023-07-08,토마토,방울토마토(일반),20958.0,25.6,0.0,7,23042.0,23368.571428571428,18078.1,29858.0,-0.2980775671511823,0,0,0,77.10000000000004
7305,2023-07-10,토마토,방울토마토(일반),17016.0,26.3,11.5,7,21339.0,23451.285714285714,18085.266666666666,20958.0,-0.1880904666475809,0,0,0,88.60000000000004
7306,2023-07-11,토마토,방울토마토(일반),15814.0,23.5,58.3,7,22293.0,23353.0,18040.1,17016.0,-0.07063939821344611,0,0,0,146.90000000000003
7307,2023-07-12,토마토,방울토마토(일반),16000.0,25.8,0.7,7,22435.0,23011.85714285714,18069.233333333334,15814.0,0.011761730112558544,0,0,0,85.80000000000004
7308,2023-07-13,토마토,방울토마토(일반),18433.0,25.2,91.6,7,20281.0,22108.285714285714,18094.833333333332,16000.0,0.1520625,0,0,0,162.10000000000002
7309,2023-07-14,토마토,방울토마토(일반),22979.0,24.6,72.7,7,24475.0,20151.14285714286,18318.766666666666,18433.0,0.24662290457331948,0,0,0,234.80000000000004
7310,2023-07-15,토마토,방울토마토(일반),24667.0,24.5,2.3,7,22972.0,19409.571428571428,18693.066666666666,22979.0,0.07345837503807817,0,0,0,237.10000000000005
7311,2023-07-17,토마토,방울토마토(일반),24911.0,25.5,1.4,7,19238.0,19974.285714285714,19080.7,24667.0,0.009891758219483515,0,0,0,238.50000000000003
7312,2023-07-18,토마토,방울토마토(일반),34191.0,25.2,2.3,7,18601.0,22427.85714285714,19808.4,24911.0,0.37252619324796266,0,0,0,229.30000000000004
7313,2023-07-19,토마토,방울토마토(일반),33082.0,27.2,0.0,7,18602.0,24894.714285714286,20498.5,34191.0,-0.03243543622590739,0,0,0,171.00000000000006
7314,2023-07-20,토마토,방울토마토(일반),28531.0,27.9,0.0,7,17756.0,26684.85714285714,20946.266666666666,33082.0,-0.1375672571186748,0,0,0,170.30000000000004
7315,2023-07-21,토마토,방울토마토(일반),31400.0,29.5,0.0,7,19904.0,28537.285714285714,21456.366666666665,28531.0,0.10055728856331703,0,0,0,78.70000000000005
7316,2023-07-22,토마토,방울토마토(일반),35074.0,27.7,12.3,7,22330.0,30265.14285714286,22029.533333333333,31400.0,0.11700636942675158,0,0,0,18.300000000000043
7317,2023-07-24,토마토,방울토마토(일반),35081.0,26.9,0.4,7,20749.0,31752.85714285714,22633.966666666667,35074.0,0.0001995780350116938,0,0,0,16.40000000000004
7318,2023-07-25,토마토,방울토마토(일반),36783.0,27.8,5.6,7,22446.0,33448.857142857145,23224.766666666666,35081.0,0.04851629086970144,0,0,0,20.600000000000044
7319,2023-07-26,토마토,방울토마토(일반),30415.0,27.6,1.0,7,20828.0,32909.42857142857,23459.333333333332,36783.0,-0.1731234537694043,0,0,0,19.300000000000043
7320,2023-07-27,토마토,방울토마토(일반),22509.0,28.4,0.0,7,15011.0,31399.0,23426.866666666665,30415.0,-0.2599375308236068,0,0,0,19.300000000000043
7321,2023-07-28,토마토,방울토마토(일반),24462.0,29.5,0.0,7,17867.0,30817.714285714286,23643.033333333333,22509.0,0.08676529388244703,0,0,0,19.300000000000043
7322,2023-07-29,토마토,방울토마토(일반),19980.0,29.1,0.0,7,23790.0,29186.285714285714,23822.3,24462.0,-0.1832229580573952,0,0,0,19.300000000000043
7323,2023-07-31,토마토,방울토마토(일반),24402.0,28.7,0.3,7,18863.0,27661.714285714286,24139.033333333333,19980.0,0.22132132132132143,0,0,0,7.3000000000000425
7324,2023-08-01,토마토,방울토마토(일반),29465.0,29.9,0.0,8,32409.0,26859.428571428572,24617.466666666667,24402.0,0.2074829931972788,0,0,0,6.900000000000042
7325,2023-08-02,토마토,방울토마토(일반),34371.0,29.7,0.0,8,20837.0,26514.85714285714,25246.5,29465.0,0.16650263023926692,0,0,0,1.3000000000000427
7326,2023-08-03,토마토,방울토마토(일반),53955.0,29.5,0.0,8,23166.0,29877.714285714286,26492.966666666667,34371.0,0.5697826656192722,0,0,0,0.3000000000000426
7327,2023-08-04,토마토,방울토마토(일반),95924.0,30.0,0.0,8,19952.0,40365.57142857143,29100.833333333332,53955.0,0.7778519136317301,0,0,0,0.3000000000000426
7328,2023-08-07,토마토,방울토마토(일반),45325.0,30.4,0.0,8,20927.0,43346.0,30063.766666666666,95924.0,-0.5274905133230474,0,0,0,0.3000000000000426
7329,2023-08-08,토마토,방울토마토(일반),32471.0,30.9,0.0,8,19878.0,45130.42857142857,30596.066666666666,45325.0,-0.28359624931053506,0,0,0,0.3000000000000426
7330,2023-08-09,토마토,방울토마토(일반),26398.0,28.3,0.2,8,20809.0,45415.57142857143,30863.066666666666,32471.0,-0.18702842536417108,0,0,0,0.20000000000004264
7331,2023-08-10,토마토,방울토마토(일반),29831.0,22.2,86.1,8,17195.0,45467.857142857145,31032.166666666668,26398.0,0.13004773088870358,0,0,0,86.30000000000004
7332,2023-08-11,토마토,방울토마토(일반),42061.0,23.5,46.7,8,17930.0,46566.42857142857,31211.566666666666,29831.0,0.40997619925580775,0,0,0,133.00000000000006
7333,2023-08-12,토마토,방울토마토(일반),29817.0,23.3,1.5,8,19693.0,43118.142857142855,31210.2,42061.0,-0.2911010199472195,0,0,0,134.50000000000006
7334,2023-08-14,토마토,방울토마토(일반),28315.0,28.1,0.0,8,17761.0,33459.71428571428,31455.433333333334,29817.0,-0.050373947747929027,0,0,0,134.50000000000006
7335,2023-08-15,토마토,방울토마토(일반),33632.0,28.6,0.0,8,14620.0,31789.285714285714,32009.3,28315.0,0.18778032844781922,0,0,0,134.50000000000006
7336,2023-08-16,토마토,방울토마토(일반),35850.0,27.3,0.3,8,15364.0,32272.0,32677.166666666668,33632.0,0.06594909609895327,0,0,0,134.80000000000004
7337,2023-08-17,토마토,방울토마토(일반),49225.0,28.2,0.0,8,15232.0,35533.0,33784.666666666664,35850.0,0.3730822873082287,0,0,0,134.60000000000005
7338,2023-08-18,토마토,방울토마토(일반),98691.0,29.1,0.1,8,13165.0,45370.142857142855,36459.933333333334,49225.0,1.0048958862366684,0,0,0,48.600000000000044
7339,2023-08-19,토마토,방울토마토(일반),90718.0,29.1,0.0,8,13650.0,52321.142857142855,38717.9,98691.0,-0.08078750848608285,0,0,0,1.9000000000000425
7340,2023-08-21,토마토,방울토마토(일반),41548.0,29.5,0.0,8,11655.0,53997.0,39280.6,90718.0,-0.5420093035560749,0,0,0,0.40000000000004265
7341,2023-08-22,토마토,방울토마토(일반),35597.0,27.6,42.6,8,13199.0,55037.28571428572,39636.8,41548.0,-0.14323192452103595,0,0,0,43.00000000000004
7342,2023-08-23,토마토,방울토마토(일반),34393.0,24.8,41.8,8,14557.0,55146.0,39643.53333333333,35597.0,-0.03382307497822845,0,0,0,84.80000000000004
7343,2023-08-24,토마토,방울토마토(일반),37973.0,25.1,5.2,8,15442.0,55449.28571428572,39806.566666666666,34393.0,0.10409094873956914,0,0,0,89.70000000000005
7344,2023-08-25,토마토,방울토마토(일반),34554.0,26.5,0.0,8,14637.0,53353.42857142857,40007.333333333336,37973.0,-0.09003765833618627,0,0,0,89.70000000000005
7345,2023-08-26,토마토,방울토마토(일반),26380.0,26.4,0.0,8,15755.0,43023.28571428572,39840.0,34554.0,-0.2365572726746542,0,0,0,89.60000000000004
7346,2023-08-28,토마토,방울토마토(일반),24181.0,22.7,10.4,8,16620.0,33518.0,39476.9,26380.0,-0.08335860500379078,0,0,0,100.00000000000003
7347,2023-08-29,토마토,방울토마토(일반),24825.0,23.9,54.8,8,15631.0,31129.0,39135.03333333333,24181.0,0.026632480046317353,0,0,0,154.80000000000004
7348,2023-08-30,토마토,방울토마토(일반),32119.0,22.8,3.5,8,18486.0,30632.14285714286,38979.566666666666,24825.0,0.2938167170191339,0,0,0,115.70000000000005
7349,2023-08-31,토마토,방울토마토(일반),47032.0,23.9,0.0,8,20314.0,32437.714285714286,39533.46666666667,32119.0,0.4643046172047698,0,0,0,73.90000000000003
7350,2023-09-01,토마토,방울토마토(일반),47122.0,24.5,0.0,9,18460.0,33744.71428571428,40353.9,47032.0,0.0019135907467255908,0,1,0,68.70000000000005
7351,2023-09-02,토마토,방울토마토(일반),39855.0,25.4,0.0,9,16803.0,34502.0,40867.0,47122.0,-0.1542167140613726,0,1,0,68.70000000000005
7352,2023-09-04,토마토,방울토마토(일반),45689.0,27.0,0.3,9,15202.0,37260.42857142857,41723.96666666667,39855.0,0.1463806297829633,0,1,0,69.00000000000004
7353,2023-09-05,토마토,방울토마토(일반),35599.0,28.5,0.0,9,14333.0,38891.57142857143,42097.2,45689.0,-0.22084090262426403,0,1,0,58.60000000000004
7354,2023-09-06,토마토,방울토마토(일반),37390.0,27.9,0.0,9,15123.0,40686.57142857143,42361.36666666667,35599.0,0.05031040197758374,0,1,0,3.8000000000000425
7355,2023-09-07,토마토,방울토마토(일반),48642.0,26.3,0.0,9,15716.0,43047.0,42837.066666666666,37390.0,0.3009360791655522,0,1,0,0.3000000000000426
7356,2023-09-08,토마토,방울토마토(일반),51918.0,25.3,0.0,9,16075.0,43745.0,42769.166666666664,48642.0,0.0673492043912669,0,1,0,0.3000000000000426
7357,2023-09-09,토마토,방울토마토(일반),49614.0,25.8,0.0,9,18749.0,44101.0,41225.5,51918.0,-0.04437767248353175,0,1,0,0.3000000000000426
7358,2023-09-11,토마토,방울토마토(일반),68312.0,25.5,0.0,9,34691.0,48166.28571428572,41991.73333333333,49614.0,0.3768694320151571,0,1,0,0.3000000000000426
7359,2023-09-12,토마토,방울토마토(일반),75982.0,25.7,0.0,9,39414.0,52493.857142857145,43442.1,68312.0,0.11227895538119226,0,1,0,0.0
7360,2023-09-13,토마토,방울토마토(일반),50764.0,22.1,15.9,9,35538.0,54660.28571428572,44254.3,75982.0,-0.33189439604116766,0,1,0,15.900000000000043
7361,2023-09-14,토마토,방울토마토(일반),51228.0,23.4,0.0,9,28784.0,56637.142857142855,44967.53333333333,50764.0,0.009140335670947852,0,1,0,15.900000000000043
7362,2023-09-15,토마토,방울토마토(일반),37254.0,22.3,2.1,9,17328.0,55010.28571428572,44807.3,51228.0,-0.27278051065823383,0,1,0,18.000000000000043
7363,2023-09-16,토마토,방울토마토(일반),31194.0,23.9,38.7,9,16874.0,52049.71428571428,44853.2,37254.0,-0.16266709615074892,0,1,0,56.700000000000045
7364,2023-09-18,토마토,방울토마토(일반),26279.0,24.7,0.0,9,19088.0,48716.142857142855,44785.333333333336,31194.0,-0.15756235173430788,0,1,0,56.700000000000045
7365,2023-09-19,토마토,방울토마토(일반),24098.0,24.1,0.0,9,24800.0,42399.857142857145,44467.53333333333,26279.0,-0.08299402564785574,0,1,0,56.700000000000045
7366,2023-09-20,토마토,방울토마토(일반),25091.0,20.6,35.8,9,36793.0,35129.71428571428,44108.9,24098.0,0.041206739148476945,0,1,0,92.50000000000004
7367,2023-09-21,토마토,방울토마토(일반),27789.0,20.1,0.0,9,37500.0,31847.571428571428,43394.36666666667,25091.0,0.10752859591088448,0,1,0,76.60000000000004
7368,2023-09-22,토마토,방울토마토(일반),28353.0,20.5,0.0,9,40276.0,28579.714285714286,41049.76666666667,27789.0,0.020295800496599403,0,1,0,76.60000000000004
7369,2023-09-23,토마토,방울토마토(일반),26420.0,21.8,0.0,9,36603.0,27032.0,38906.5,28353.0,-0.06817620710330474,0,1,0,74.50000000000004
7370,2023-09-25,토마토,방울토마토(일반),27399.0,21.6,1.9,9,36965.0,26489.85714285714,38434.86666666667,26420.0,0.037055261165783504,0,1,0,37.70000000000004
7371,2023-09-26,토마토,방울토마토(일반),29375.0,19.9,27.8,9,38891.0,26932.14285714286,38227.46666666667,27399.0,0.07211942041680364,0,1,0,65.50000000000004
7372,2023-09-27,토마토,방울토마토(일반),19905.0,21.5,4.4,9,39887.0,26333.14285714286,37744.53333333333,29375.0,-0.32238297872340427,0,1,0,69.90000000000003
7373,2023-09-28,토마토,방울토마토(일반),18185.0,22.7,0.0,9,39603.0,25346.571428571428,37084.933333333334,19905.0,-0.08641044963576994,0,1,0,34.100000000000044
7374,2023-10-02,토마토,방울토마토(일반),21261.0,18.2,0.0,10,39479.0,24414.0,36641.833333333336,18185.0,0.16915039868023096,0,1,0,34.100000000000044
7375,2023-10-03,토마토,방울토마토(일반),24238.0,17.5,0.0,10,30058.0,23826.14285714286,36570.433333333334,21261.0,0.14002163585908467,0,1,0,34.100000000000044
7376,2023-10-04,토마토,방울토마토(일반),30218.0,17.3,14.7,10,35158.0,24368.714285714286,36771.666666666664,24238.0,0.24672002640481883,0,1,0,48.80000000000004
7377,2023-10-05,토마토,방울토마토(일반),34881.0,14.2,0.0,10,32241.0,25437.571428571428,37106.86666666667,30218.0,0.15431199947051422,0,1,0,46.90000000000004
7378,2023-10-06,토마토,방울토마토(일반),42859.0,15.5,0.0,10,36277.0,27363.85714285714,37464.86666666667,34881.0,0.22872050686620216,0,1,0,19.100000000000044
7379,2023-10-07,토마토,방울토마토(일반),54671.0,16.8,0.0,10,35348.0,32330.428571428572,37719.5,42859.0,0.275601390606407,0,1,0,14.700000000000042
7380,2023-10-09,토마토,방울토마토(일반),68414.0,17.4,1.2,10,42789.0,39506.0,38429.23333333333,54671.0,0.2513764152841542,0,1,0,15.900000000000041
7381,2023-10-10,토마토,방울토마토(일반),65441.0,17.1,0.0,10,49250.0,45817.42857142857,39282.1,68414.0,-0.043456017774139766,0,1,0,15.900000000000041
7382,2023-10-11,토마토,방울토마토(일반),50822.0,17.6,0.0,10,53508.0,49615.142857142855,39453.2,65441.0,-0.2233920630797207,0,1,0,15.900000000000041
7383,2023-10-12,토마토,방울토마토(일반),51532.0,17.5,0.0,10,38035.0,52660.0,39984.3,50822.0,0.01397032781079055,0,1,0,1.2000000000000426
7384,2023-10-13,토마토,방울토마토(일반),46063.0,17.5,0.0,10,34077.0,54257.42857142857,40273.4,51532.0,-0.10612823100209579,0,1,0,1.2000000000000426
7385,2023-10-14,토마토,방울토마토(일반),46472.0,14.7,5.8,10,23837.0,54773.57142857143,40201.066666666666,46063.0,0.008879143781342913,0,1,0,7.000000000000043
7386,2023-10-16,토마토,방울토마토(일반),45973.0,14.7,0.0,10,23837.0,53531.0,40002.9,46472.0,-0.010737648476501938,0,1,0,7.000000000000043
